0	0.000003	0.000000
1	0.000020	-0.019983
2	0.000051	-0.040036
3	0.000147	-0.060178
4	0.000256	-0.080447
5	0.000380	-0.100950
6	0.000589	-0.121672
7	0.000761	-0.142658
8	0.001002	-0.164055
9	0.001269	-0.185915
10	0.001575	-0.208151
11	0.001909	-0.230969
12	0.002354	-0.254507
13	0.002808	-0.278621
14	0.003244	-0.303516
15	0.003732	-0.329461
16	0.004363	-0.356321
17	0.005036	-0.384071
18	0.005729	-0.413278
19	0.006508	-0.443745
20	0.007292	-0.475723
21	0.008267	-0.509387
22	0.009192	-0.544975
23	0.010318	-0.582991
24	0.011457	-0.623143
25	0.012756	-0.666013
26	0.014160	-0.711959
27	0.015807	-0.761345
28	0.017461	-0.814853
29	0.019490	-0.873196
30	0.021597	-0.936390
31	0.023922	-1.005987
32	0.026584	-1.082694
33	0.029521	-1.167796
34	0.033016	-1.263038
35	0.036828	-1.370402
36	0.041306	-1.492940
37	0.046401	-1.633231
38	0.052287	-1.796226
39	0.059581	-1.988225
40	0.068113	-2.217871
41	0.078521	-2.498298
42	0.091749	-2.846563
43	0.108815	-3.294622
44	0.131319	-3.889031
45	0.162993	-4.721530
46	0.210735	-5.967504
47	0.289751	-8.035789
48	0.447928	-12.161710
49	0.918690	-24.425259
50	78.494667	-2045.744019
51	-1.000179	25.532614
52	-0.511839	12.811584
53	-0.350116	8.604265
54	-0.269353	6.503756
55	-0.221607	5.246279
56	-0.189374	4.406589
57	-0.166479	3.808043
58	-0.149634	3.358759
59	-0.136251	3.008043
60	-0.125587	2.727957
61	-0.117016	2.497103
62	-0.109794	2.306476
63	-0.103675	2.143626
64	-0.098376	2.004420
65	-0.093847	1.883643
66	-0.090032	1.777157
67	-0.086627	1.683610
68	-0.083547	1.599684
69	-0.080802	1.524933
70	-0.078235	1.457168
71	-0.076098	1.396029
72	-0.074091	1.340357
73	-0.072227	1.289089
74	-0.070561	1.242231
75	-0.069046	1.198755
76	-0.067610	1.158785
77	-0.066346	1.121754
78	-0.065041	1.086986
79	-0.063930	1.054640
80	-0.062900	1.024433
81	-0.061184	0.995703
82	-0.061044	0.969599
83	-0.060263	0.944008
84	-0.059181	0.920471
85	-0.058571	0.898362
86	-0.058010	0.876999
87	-0.057175	0.856915
88	-0.056538	0.837999
89	-0.056006	0.819699
90	-0.055400	0.802186
91	-0.054767	0.785863
92	-0.054507	0.770182
93	-0.053862	0.755796
94	-0.053572	0.740563
95	-0.053000	0.726460
96	-0.052582	0.713441
97	-0.052183	0.700554
98	-0.051398	0.688164
99	-0.051445	0.676833
100	-0.051131	0.665403
101	-0.050939	0.654261
102	-0.050479	0.643792
103	-0.050399	0.633785
104	-0.050014	0.623852
105	-0.049577	0.614329
106	-0.049284	0.605296
107	-0.049042	0.596515
108	-0.048728	0.587746
109	-0.048498	0.579740
110	-0.048431	0.571864
111	-0.048042	0.563576
112	-0.047744	0.555887
113	-0.047735	0.548942
114	-0.047548	0.541578
115	-0.047179	0.534703
116	-0.046962	0.528213
117	-0.046896	0.521450
118	-0.047039	0.514999
119	-0.046182	0.508673
120	-0.046414	0.502844
121	-0.046204	0.496626
122	-0.046140	0.491051
123	-0.045987	0.485611
124	-0.045713	0.480125
125	-0.045498	0.474642
126	-0.045623	0.469965
127	-0.045380	0.464385
128	-0.044325	0.458813
129	-0.045139	0.454684
130	-0.044877	0.449788
131	-0.044956	0.445101
132	-0.044549	0.442706
133	-0.044526	0.436087
134	-0.044503	0.431950
135	-0.044398	0.427485
136	-0.044042	0.423474
137	-0.044112	0.419545
138	-0.043662	0.415692
139	-0.044174	0.411551
140	-0.043944	0.407713
